,0
0,0.8622965801273216
1,-0.1850884962991847
2,0.4561709424728315
3,-0.7030271142576406
4,-0.1648913460724032
5,0.14610554345467722
6,-0.7019822344947281
7,-1.0296118206083125
8,-0.13612192929160044
9,-0.7672059348767615
10,1.9860150558656777
11,1.416228828408106
12,2.465476637825056
13,0.05136563106424459
14,0.10523785490660019
15,-0.3611343924313487
16,0.9197111133323724
17,0.6538484858673156
18,-1.067034635854846
19,0.7833637749902534
20,-0.27015301844362916
21,-0.20862344579385844
22,-0.6411210862935715
23,-0.11432016967074819
24,-1.0988993367656368
25,-0.5917655548581707
26,-0.35213658226228467
27,-0.5620180372485343
28,-0.4495618869897217
29,0.6049210945647624
30,0.1952794267552972
31,0.18720144106133652
32,0.3225783690279392
33,0.6672480384121888
34,1.3061802216102765
35,0.0435711327580481
36,-0.33608617220016435
37,1.8172862792508009
38,-0.7450716483600123
39,-0.3388327283300449
40,0.24905151168244924
41,-0.09061699707641821
42,-1.0649443223435877
43,0.07297200552557259
44,0.15702664241214973
45,-0.15205584651500106
46,-0.349779415730372
47,-0.8274523398033818
48,-0.31369053140621533
49,-0.8112698105274071
50,-0.6859503671452688
51,-0.47432323364399376
52,-1.0397074348029018
53,0.31157940017734126
54,3.403199175760805
55,-0.27730087042073126
56,-0.2890769545491212
57,2.119417064842378
58,0.4165885189562995
59,-0.936575765422508
60,-0.26376077884781285
61,6.630681330260662
62,-0.5934922781748542
63,-0.16517073210242542
64,0.28523619856629645
65,-0.9713753927293585
66,0.27436878707182655
67,-0.6178095417055188
68,0.40025286855130715
69,3.0366008493027747
70,0.8654469268602374
71,0.10159818331148074
72,-0.6524692075194082
73,0.2634382871876504
74,-0.3165827174123935
75,-0.05420394165451405
76,-0.9295220564672662
77,0.9057113287051847
78,-1.1229688921999053
79,0.46954296337885215
80,1.5420302651300237
81,-1.0752986230158865
82,0.26737611900145214
83,-0.20585792918067455
84,-0.7042054967001933
85,-1.097298821065125
86,-0.8151248788460801
