,0
243,0.9165456399975703
244,0.16415337916390496
245,-0.46115625837024693
246,-1.0449661150996432
247,-0.30018107951280637
248,-0.010728974736238024
249,0.08240405707897293
250,-0.4176283957635709
251,-0.32763384216467806
252,0.07198607015783946
253,-0.6071631084991903
254,-0.24665556498537608
255,1.3867861447326837
256,1.3904488713900391
257,-0.33284884351617305
258,-0.12227005781322348
259,2.524769372419847
260,-0.3672143745575258
261,-1.0592593477512338
262,-0.20948355025281362
263,0.7896262121281155
264,1.186179747648695
265,-0.19103983458861457
266,0.01346681526911124
267,-1.0629394290391097
268,1.7045936227623724
269,0.00212692073382504
270,-0.49362015410373683
271,-0.9693407156156234
272,-0.5121598629995658
273,-0.41536467204524574
274,1.048410340551234
275,-0.10772420679678889
276,-0.6473307210655304
277,1.3252683059208006
278,-0.6363293145130793
279,1.1639715877287684
280,0.17597465594692166
281,-0.5666693676599975
282,-0.583269104341136
283,-0.1912448658010341
284,-0.6168304090407675
285,1.6212711179970292
286,-0.18792553216957322
287,0.007569780614452
288,-1.0626962844074346
289,-0.40275596356477145
290,-0.059451760756331316
291,-0.6703943745301996
292,1.3476350967560098
293,-1.0415489028774099
294,-0.42007743090675537
295,-0.4972908205646903
296,-0.5517540272363862
297,-0.48963523958707056
298,1.4214465848057543
299,-0.9485654910076464
300,-0.04298222608139593
301,-1.0747471933280577
302,-0.3428851063904114
303,-0.863383944278208
304,1.8410060183933534
305,0.5691774626177114
306,-0.5541457796897592
307,3.9204951383202524
308,-1.0445720590959948
309,-0.8165195907798943
310,-1.077086530181019
311,-0.6958691366502432
312,0.09975620614586767
313,1.028823633339743
314,-1.0479846609033419
315,-0.19799884472311174
316,-0.40239628154016893
317,-0.41916105183532293
318,1.7481305297235343
319,-0.11237095643835661
320,0.3072290304630031
321,-0.4458306203517255
322,-0.018528759391356498
323,-0.6385132731200187
324,0.024780585194282268
325,-0.6963157526332384
326,1.752936259966354
327,-0.11140577596091927
328,0.16073693218845708
329,0.16064037495394878
330,-0.20476739617727355
331,2.3985596440781634
332,0.2610308879139903
333,-0.36126413381346867
334,-0.6303455403483788
335,-0.15785903838006246
336,-0.2806729618976289
337,1.0583106702173757
338,0.7576850690622332
339,-1.0041353603730938
340,0.9396008533508341
341,-0.743704844684324
342,-0.2294649517617499
343,-0.4800239738957233
344,-0.2412659702525814
345,0.18679599955707354
346,0.448516649210669
347,-0.8099518496958568
348,-0.9362237739699715
349,-0.3545448574849341
350,-0.9395958647649971
351,-1.0414621368092938
352,-0.950689143445671
353,-0.13356106279004995
354,-0.44881018659520144
355,-0.21836030841257903
356,-1.0037274741519309
357,0.6864943473646192
358,-0.1889318308147781
359,-0.5324213172429646
360,-0.5725636289703688
361,0.24462936834801843
362,-0.4033126490188242
363,-0.34793098453231214
364,-0.17640607929052432
365,-0.8249955504272856
366,0.00515767488401314
367,-0.22914958686122297
368,-1.0042306249828343
369,0.284201168615875
370,-0.9316867194857048
371,-0.6363266615457988
372,-0.09451403529736305
373,0.2326680404042824
374,0.8111009499136487
375,-0.7078523294537897
376,-0.21272951315577238
377,1.1162491652160975
378,-0.6660283374396617
379,-0.18910400955018575
380,-0.244529358261724
381,0.23954160324403767
382,-0.45064045674766146
383,1.05791148838494
384,-0.3299522376125494
385,-0.9706393981435022
386,-0.3144830100318659
387,-1.0506479920959175
388,-1.0910041353045852
389,-1.0296526494786196
390,-0.27252964695768817
391,-0.3216377120411601
392,-0.6174943980740422
393,-0.9659799451009973
394,-0.052463937622959936
395,0.04011536178537931
396,0.6122877365263536
397,-0.16164586835160458
398,-0.15495347959617667
399,-1.0075968137669333
400,0.1603788537462858
401,-0.49180620039691886
402,-0.505937862566022
403,-0.5562799524690847
404,-1.0283483431223852
405,-0.3784367999853606
406,-0.3284276127038227
407,-0.27102287004449416
408,0.42752781396782086
409,-0.652571140529674
410,1.0373099748332582
411,-0.4358462784752091
412,-0.28345023699939387
413,1.2999796356179554
414,-0.2028467426511119
415,-0.6007994383404822
416,0.9866343865646382
417,-0.518229919097498
418,1.2477365854083375
419,1.1542537526006427
420,0.8509028905666004
421,-0.6653650059628953
422,-0.9466351866644617
423,-0.3516183749185038
424,0.8847527163185083
425,-1.091453091288095
426,1.745312906898563
427,-0.644592638849836
428,-0.3165220443081885
429,1.781015543639892
430,-0.3792186061100639
431,2.069147989981007
432,-0.8486462956355484
433,0.10611265582330504
434,0.37883317999846094
435,1.6898287326067283
436,-0.8303530339500405
437,-0.863310495375921
438,0.160375390048525
439,-0.6355989328068997
440,0.2661969675791645
441,-0.7164940756227337
442,-0.5930171816278935
443,2.5666861093895275
444,0.5112091881748928
445,5.511719458082827
446,-0.5377028509032759
447,-1.0340328867211868
448,0.30157358493532155
449,-0.909116295849791
450,0.27294251023843313
451,0.7496831958673178
452,-0.042699457851838006
453,-0.5613999973286584
454,-0.49174988555954974
455,-0.1413931776097612
456,-0.8866419537253927
457,0.6532459569796878
458,4.2280984493663185
459,-0.1742735360209487
460,1.3949514752510088
461,-0.22850106487586758
462,-1.010484749914757
463,-0.503114323954539
464,1.6004186799697244
465,-0.7725727685360485
466,-0.43108543242917247
467,-0.5374707532235133
468,0.19204464044062516
469,-0.6385338275113117
470,-0.5920694499705126
471,-0.5454735464213458
472,1.0896357373423649
473,-0.28307057148085435
474,-0.17513234303901307
475,-0.8056347653890052
476,0.9825694656886239
477,-0.17914561114067423
478,-0.6342685372683383
479,0.3623958130386247
480,0.08780156423534237
481,0.675310946269793
482,-0.8743151920497161
483,1.0819490524956938
484,1.4524914580428723
485,-0.9393432616409731
486,0.4555502207577357
487,-1.0713932314736008
488,-0.8965817240587091
489,-0.3122926777152859
490,-0.1211477545278897
491,4.235053098656849
492,2.064958412704514
493,0.23498573672565992
494,2.331846511388382
495,-0.3510589927046627
496,-0.05522967090157107
497,-0.8098399720617215
498,-0.9086877327190128
499,0.12893197457683817
500,3.498830100770364
501,-0.07850222014903445
502,-0.16003646963206208
503,-0.014851558379476592
504,0.6250823790119813
505,-0.12765262378623463
506,-0.021010346534304628
507,2.5247597264514527
508,-0.3006345740188149
509,-0.7534963966641817
510,0.4328904290293502
511,-0.3703884915742719
512,-0.5289138140839801
513,-1.0397880959716415
514,-0.8224918797547802
515,-0.37515607993671557
516,-0.5118025354092731
517,-0.7472036312857231
518,0.44475490938649653
519,-1.057206470272018
520,-0.2608501156544765
521,1.5329738405926412
522,-0.6363761222659092
523,-1.0371645265125584
524,-0.6782411187147955
525,-0.6121658652188483
526,-0.4417038451052577
527,0.16050845606163824
528,-0.3661568615591035
529,0.2020194683737626
530,-0.8022756134668174
531,-0.44348481759057584
532,-0.7094297233461049
533,1.107487208362412
534,-0.9344203744465328
535,1.5292233759898803
536,-0.0938499900038909
537,-0.41916105183532293
538,0.6038860553906755
539,-0.11804913539570668
540,-0.3918734923052071
541,-0.8068582059825957
542,-0.7214179257624231
543,-0.10108943931124298
544,0.07860853390901985
545,1.2262542981057785
546,2.375833227656215
547,-0.132773535205607
548,-1.0410481938764313
549,2.616753883765735
550,-0.4563812471637886
551,0.5716500521602818
552,-0.9776058981741202
553,-0.6359714094586464
554,0.7841916551554717
555,-0.5632706295157225
556,-0.6247433830199929
557,0.6200590699887057
558,-0.44277126525693794
559,0.294115322412829
560,-0.2979753355189177
561,0.43364484146526233
562,0.46659053995750793
563,-0.9881937346022861
564,-0.7884866735759142
565,1.2578790290435393
566,-0.5263946123262605
567,0.05983126542651519
568,0.7806810105687114
569,-1.0086743308996051
570,-0.22248215002244953
571,-0.5021832316582684
572,0.23973991019853247
573,2.5247707323936996
574,-0.5830141612601861
575,1.1678576362843527
576,1.051460796078847
577,-0.2774087989142578
578,-0.4233306186393438
579,-0.9526786229083503
580,0.07352808931570788
581,-0.6176302860772632
582,-0.023601710790178122
583,1.1750055559351955
584,0.16912585135997157
585,0.18013784384734377
586,-0.04502856537589149
587,1.7365538268325365
588,2.009478695343085
589,-0.6534535179895192
590,-0.4736146616490026
591,-1.0113778892536407
592,-0.4203848954219879
593,1.4629041620579837
594,-0.2384517349490971
595,1.8335498403833534
596,-1.076462824878359
597,-0.6346806821993652
598,-1.064503300057514
599,0.5843787696257846
600,0.12367979855470755
601,-1.067913366758246
602,-0.0620623288457686
603,0.1751755763838101
604,0.44714535859518767
605,-0.3806249133060124
606,1.4872825651706374
607,-0.18024402525006983
608,0.0928782751104823
609,-0.2160026879134672
610,0.5332743556344874
611,-0.463802540114182
612,-0.02194110760782875
613,0.40181480463685604
614,-0.27185414112329914
615,-0.7313758371632129
616,0.47376222218507896
617,-0.2555258215279754
618,-1.1135847430361532
619,-0.2790782714711944
620,-0.2719290675952824
621,-0.016380491658594218
622,-0.8018383554041556
623,-0.7948743686321106
624,1.1577812799085212
625,-0.645877996950447
626,-1.0678304007749357
627,-0.3180968506164078
628,-0.33923633477333354
629,0.37607690667453736
630,2.1557361369160732
631,-0.37835167596217023
632,0.029618008341181508
633,4.207324929910004
634,-0.8258850796238649
635,-0.6293401226253352
636,4.462441772748553
637,-0.347755523028696
638,-0.29000780838603785
639,-0.3652368912431111
640,-0.5011278118299157
641,2.2621513464906853
642,1.2631135708377002
643,-0.17008366975413614
644,1.8799670326234938
645,-1.030921432492128
646,0.22295771256063718
647,-1.0797587759945577
648,-0.6637957377108897
649,1.01872073931178
650,-0.21519924895965775
651,1.4135974107132785
652,-0.9583542645545111
653,1.6630688835829477
654,1.3096775173499253
655,-0.709704554371752
656,-1.090331921216555
657,-0.3731149345424552
658,-0.20748206815557108
659,-1.035738791920393
660,1.2019718276123603
661,-0.7217961761917576
662,1.0394273012249182
663,0.16237981990467046
664,-0.4636141340754016
665,-0.24952061739742137
666,-0.7353332311144323
667,0.4399757616194751
668,-0.42221760675142894
669,0.5219160909101491
670,0.07298235176875005
671,-0.3070101231119639
672,-0.5903467103192697
673,-1.0309212476314396
674,-0.8965683692446461
675,-0.032990311922314254
676,-0.6879514795388808
677,0.804007930351753
678,2.2423710571693856
679,-0.5060682949465826
680,-1.0414554580583466
681,1.784196557085883
682,-0.9370976965620114
683,-0.5650533628241892
684,-0.19204568278407855
685,0.8455759516814885
686,1.1766452297963983
687,-0.3024063575064571
688,-0.9464191709292149
689,-1.02380094650347
690,0.012151509034371613
691,0.6788220113441886
692,1.6463162735428045
693,-0.1334017455471755
694,-0.2048684051237866
695,0.3934826827384981
696,0.7753420694656379
697,0.5806879135489756
698,0.8016955788714215
699,0.9053224436234294
700,-0.1943253745060835
701,0.40821019365894806
702,-0.7690100542761138
703,-0.34955430707678664
704,-0.5281544290050019
705,1.6413690003469288
706,-0.20976088249837163
707,0.38872813975884357
708,2.518623036656168
709,-1.1038499596765878
710,-0.2824985028383339
711,2.524769372419847
712,-0.024546191710425238
713,-0.04466554609299356
714,-0.8711263792493179
715,1.2497332324928763
716,0.5564191362190823
717,0.18737748826707395
718,-0.1415466168386932
719,-0.8275529982835013
720,-0.6870266553186337
721,-0.5033088531493903
722,0.5258013392854065
723,1.77257590022191
724,-0.062148703058040065
725,0.1298898371555323
726,0.905646252333941
727,-0.26533030754896714
728,-0.4251465885343236
729,-0.31859084888911127
730,-0.564584562184941
731,0.6192155930429254
732,-0.4192061401760056
733,-0.6388426081736839
734,-1.0004463155672347
735,-0.22850106487586758
736,-0.26188171379089686
737,-0.68449647353419
738,-0.1594104673466069
739,-0.8256259254584702
740,-1.0422796254527291
741,-1.1171379232138774
742,0.00863407378721891
743,2.5247652169441843
744,-0.8991041523971666
745,-0.31615484551163137
746,1.4270163777214104
747,2.1432202916363674
748,-0.39605044842891757
749,-0.8600626408755072
750,-0.3062337072997512
751,-0.3052481899752151
752,-0.784022715558395
753,0.2569548435502015
754,1.6642627936082472
755,0.494791195948784
756,5.128189222131264
757,-0.8294107730719148
758,0.26413029316071135
759,0.8155723688986094
760,1.212180516635401
761,-0.46084548561912275
762,-0.8958520340168434
763,-0.673655654242949
764,-0.713797606830807
765,-0.2192599848509079
766,5.444589948708812
767,1.6963636385937844
768,-0.46787290324826986
769,-0.5497536862660878
770,2.219854134693122
771,4.105034955591508
772,1.5812567196497473
773,2.9015676535027
774,0.49224074799528833
775,0.21150944694968926
776,-1.0765044890531226
777,-0.5091719303573771
778,-0.7656245760848066
779,0.16094116061109703
780,-1.0577719040108604
781,-0.6996725000321113
782,-0.1305461300408551
783,0.16077818446659767
784,-0.6233232852834194
785,1.502681444530019
786,0.04080428425178945
787,-0.4038711382223542
788,-0.6165368641995369
789,-0.44572050182108136
790,-1.0441817512428762
791,-0.2599084201385894
792,0.18237676046985313
793,-0.6188758692684247
794,0.7117029764645701
795,-0.3682631743179232
796,2.2171007428927463
797,-0.3639613755858816
798,-1.0302161953213032
799,0.0440000113263289
800,-0.8437073454966915
801,5.045099724464684
802,-0.08209182079841733
803,-0.8098296440815533
804,-0.6089554145909546
805,0.3919369166498611
806,-0.056841011159544604
807,-0.9618918933403743
808,0.8063597156744208
809,-0.29873884676564433
810,-0.2577466545784416
811,-0.31461591195194444
812,-0.09275511304300542
813,-0.2886979772832759
814,-1.0043699154689543
815,-0.19404555547391272
816,-0.1712675580993277
817,-0.2257094701951705
818,-1.0629316064821512
819,-0.16256091120683305
820,-0.30010025425027864
821,-0.5057237485711427
822,-0.39062617994618065
823,-0.5997004568472927
824,-0.05638421376553982
825,0.2309269126018077
826,0.11725146457326063
827,0.38866080875520703
828,-0.19951042038406896
829,-0.3990589961948537
830,-0.08656140068336192
831,2.4540921435616627
832,-0.12726638039713006
833,1.3949131361793434
834,-0.5072328601340417
835,-1.0543689487180556
836,4.150261482555056
837,-0.24684993341185485
838,-0.5823655639260247
839,-0.4814108716003239
840,0.15566760627424345
841,-0.7659484521982349
842,-0.29235839139572545
843,-0.020033551381877512
844,0.013082659488674807
845,1.5552316742039711
846,-0.2667974241954616
847,-0.07092638813257351
848,0.11361660448749845
849,0.2484632082748285
850,-1.082571690348817
851,2.3001562969647296
852,-0.2967714195908605
853,-0.7213281923097649
854,2.524768385522933
855,-0.5290087381415662
856,-0.5335545235881386
857,-0.1954184383144651
858,-0.48327694112049485
859,-0.3295968169958237
860,-0.6400984372556336
861,0.2805535234359765
862,0.034659086735118645
863,-1.0333321376526752
864,-0.971447409626867
865,-0.41636142729823944
866,-0.4331889270686786
867,-0.5411586852608361
868,-0.515116509631434
869,-0.838674976320016
870,-0.15674023096759712
871,1.6905823027340405
872,1.7195495847539575
873,-0.4134629216390365
874,0.2924140730869078
875,-0.9162263779625621
876,0.7174539597054295
877,-0.7837988395638288
878,-0.6280571830007549
879,-1.0385812130359733
880,-0.5767442047081183
881,-0.004179424212761225
882,0.15513298809785947
883,0.9296546511963882
884,-0.6553324168413126
885,-0.625441361908405
886,-0.9995813823294255
887,-0.9269846206442738
888,-0.6105956852259938
889,-0.8085486081714204
890,0.033195511342153934
891,-0.43496143356084976
892,0.41026876251641825
893,0.41423171790476765
894,1.0299246362870025
895,-0.7978393624286628
896,0.40269632128834143
897,0.74190435713499
898,-0.9223996772576425
899,-0.062254685021869816
900,-0.6674495315081397
901,-0.5139166387258876
902,-0.5121775216517939
903,-0.4458306203517255
904,1.4329195607247114
905,-1.046968701010981
906,-0.4932048311767833
907,-0.8998486762678447
908,-0.781460085749503
909,0.9197492809090178
910,0.12023017687682747
911,-0.2570311002254884
912,0.10203168500409641
913,-0.5804315440306677
914,-0.5786863031647083
915,-0.05193419026461642
916,-0.6849817112385569
917,-0.41062441355380247
918,1.326794389774623
919,-0.6006513491572861
920,-0.7612785021674646
921,-0.18446234452420812
922,2.0928358215635137
923,0.4262157973801727
924,-0.502348835189018
925,1.1967479305301951
926,-0.5945612223670014
927,-0.7623245155034521
928,-0.540800746680956
929,-0.9716649508318931
930,-0.8024848811319978
931,0.5276656001385193
932,-0.47700578023384205
933,-0.6362640616059937
934,-0.7740414880816467
935,-0.03087852821474898
936,0.16754075939303376
937,-0.32447115622496747
938,-0.8779588406376976
939,0.4647167918021196
940,2.5914937715101876
941,-0.6164803526041361
942,0.00044232499476328977
943,1.3795688267859156
944,-0.6137328657034377
945,-0.7194017082129113
946,-0.2876416599868963
947,0.7613672321895104
948,1.459864727577303
949,-0.6019284907163703
950,0.5424725783966912
951,1.58224682171505
952,-0.5937931370410318
953,-0.9740198538629763
954,-0.9118277530977249
955,-0.6378235059796807
956,-1.0606044025592394
957,-0.6371713495495596
958,-0.37635517204378044
959,0.09337925532999101
960,-0.5184039656014052
961,-0.3718786983178218
962,-0.3655905039317645
963,-0.06249567937027344
964,-0.8746872161366485
965,-0.8258111033675545
966,0.9641882169043483
967,-0.4095628201992533
968,-0.4122579830250208
969,-0.5735188663132342
970,-0.20508994354743515
971,-0.18030288575006148
972,-0.007721912504892141
973,-0.41170599021329446
974,-0.04822349549798767
975,-0.7121956519377726
976,-0.049694597122008646
977,-0.4377006308316436
978,-0.831332205794911
979,0.9689795328766945
980,0.8199513177277798
981,1.9825056076909164
982,1.8876645359905202
983,0.07473370299855703
984,-0.40143664996452505
985,-0.8935868454942544
986,0.6907670810119391
987,0.23747702801843118
988,-0.6468439888849384
989,-0.6121567853164945
990,-1.0260059523558376
991,-0.48879766890655757
992,-0.32280134710511316
993,0.09991511537328782
994,-0.8069825533581158
995,-0.7680562826027941
996,2.2509723648571605
997,1.752775376869992
998,-0.18690457862884266
999,0.23057230044896113
1000,-1.024300639629208
1001,1.7375233216496535
1002,1.093121676669346
1003,-0.3113663041337208
1004,-0.9251553496339003
1005,-0.3574558868190842
1006,-0.8764327781400318
1007,-0.681623306106984
1008,-0.29162356674492806
1009,-0.36511010674387373
1010,-0.44940723322008763
1011,2.5247582239855366
1012,-0.6448935058707511
1013,-0.37690571449011095
1014,-0.27280599878742934
1015,-0.4343819420355622
1016,0.5379105240473705
1017,0.8425743977518394
1018,-0.26741901277281527
1019,-0.40104922842070834
1020,-0.9122600770258651
1021,-0.6184667781964648
1022,-0.10021645983571713
1023,-0.47413463178772314
1024,1.5160828684297554
1025,-0.05653948805288151
1026,-0.37168066957296086
1027,-0.8102350056841667
1028,0.06304956080074112
1029,-0.41412285174211194
1030,-0.6618390385958953
1031,-0.06933038864857823
1032,-1.0856990563487097
1033,-0.644235867300381
1034,-0.29947340149584756
1035,-0.4110549193876196
1036,0.029890007041590953
1037,1.0467430475382735
1038,-0.2514810706471533
1039,-0.426890541200146
1040,-0.3291458984586658
1041,-0.10800372781386813
1042,0.007986900073488071
1043,0.11434696540709671
1044,-0.17340213984794292
1045,0.5406929680965527
1046,0.10534369873867142
1047,-1.069783065085323
1048,0.006457933836248872
1049,-0.21947389854853536
1050,0.46042013907440754
1051,-0.13985146042541202
1052,0.9349475240758338
1053,-0.5260209852201427
1054,0.13571972176328834
1055,1.1291948348855827
1056,-0.2568420884190428
1057,2.9729217348537644
1058,0.12819375850422768
1059,-0.6127926976111424
1060,0.09832497129226261
1061,-0.08228309790599661
1062,-0.3471603704473609
1063,0.16927514456136436
1064,-0.17215444867046115
1065,-0.16702490896690816
1066,1.0687492947044865
1067,0.8565093463866278
1068,-0.7151000138148036
1069,0.05983126542651519
1070,0.20049596810152073
1071,-0.996583241405192
1072,-0.9628909946768143
1073,-0.47651471675549445
1074,-0.9212121218746184
1075,-0.9666295022555262
1076,-0.41868470190123597
1077,-0.32621122572862105
1078,-0.07204602066884742
1079,0.30695282458688644
1080,0.4581678517890134
1081,-0.497401579442732
1082,1.188276199922252
1083,3.000640023372983
1084,-0.9365864782373191
1085,-0.12640740411703588
1086,4.342960239052603
1087,0.7921712614023525
1088,-0.1339094000582414
1089,-0.5539911008294034
1090,0.6355378583946071
1091,0.30012390889298124
1092,2.10107848788341
1093,-0.44460872927821127
1094,1.3354466379339165
1095,-0.8797226789720494
1096,1.237233198215092
1097,-0.346291676857986
1098,-0.33706222746584874
1099,0.06151193078861087
1100,0.16587772661078
1101,-0.5456196778030132
1102,-1.0209830147065324
1103,2.63476142250041
1104,-0.21582658327959953
1105,-0.5008870923587688
1106,-0.9853921790490742
1107,0.5477761801094786
1108,-0.6632501309545168
1109,0.6514182773749868
1110,-0.9360810715318288
1111,-0.3458239184808032
1112,-0.1992650865433704
1113,0.00279571732766045
1114,-0.43441735417954663
1115,-0.5399577972227729
1116,-0.23867548541564435
1117,-0.4407423097769613
1118,0.06323469766684757
1119,-0.32465237266144453
1120,-0.31991086700097554
1121,-0.018056539435048532
1122,-0.07266073814977232
1123,-0.7402351959371253
1124,-0.356776820698397
1125,-0.6822221035802428
1126,-0.11412619081102086
1127,-0.23531263388108045
1128,-0.11759364524511916
1129,1.2355828463944556
1130,-0.47549380923117773
1131,-0.3075638633929548
1132,-0.31111978346121744
1133,-1.0731381317012934
1134,-0.6502197921510882
1135,-0.5595940375606333
1136,-0.5913246396822156
1137,-0.0640811751419415
1138,-0.5817511035327759
1139,1.7131206504480798
1140,0.5152130138287232
1141,-0.8188932618981395
1142,-1.1004234823782852
1143,0.4586519672624468
1144,-0.3265437133310475
1145,-0.9430398352276215
1146,-0.7846535609707281
1147,0.2743807993557013
1148,0.7858968199411626
1149,0.02870101478562487
1150,-0.7153510516800431
1151,2.5093794836890955
1152,-0.41086986586040736
1153,-0.6918610252639864
1154,0.6615569563856692
1155,-0.3035816959933555
1156,0.8060688002149038
1157,-0.15113109627385596
1158,-1.0696695343317766
1159,1.1965020095701764
1160,1.1860036772638392
1161,0.6587844370872397
1162,-0.39775947816647395
1163,-0.28220955144982146
1164,0.19610092600504414
1165,-0.6004322058607093
1166,-0.612176716933291
1167,0.8779036281727833
1168,-0.7963990755382164
1169,1.7533824380724052
1170,1.8920926431831873
1171,-0.312946065648663
1172,0.45591994126856944
1173,-0.7503126095128434
1174,-0.9265776056230665
1175,-1.02096509734255
1176,-0.26294311719560126
1177,0.6926011151710698
1178,-0.1674501949836753
1179,0.04679213094993828
1180,-0.8214423614961301
1181,-0.4604225345457215
1182,-0.47993838906536584
1183,1.203341552924023
1184,2.332574184735705
1185,1.9763632196249485
1186,-0.11103000851893767
1187,0.17648543483699533
1188,-0.7004009432335025
1189,-0.008010762233587368
1190,0.0790356349508598
1191,0.4293363302023436
1192,-0.6455452175899934
1193,-0.15340256110298406
1194,-0.8447951552701569
1195,-0.11873729835329544
